Species,Antigen,Clone,Catalog no.,Flurochrome,Product name,Acetone human,4% PFA human,FFPE human,FFPE human RNAsky,Acetone mouse,4% PFA mouse,FFPE mouse,Gene names,Antibody type,Company
human,CD302 (CLEC13A),REA509,130-107-797,APC,"CD302 (CLEC13A) Antibody, anti-human, REAfinity™",yes,no,no,,,,,BIMLEC; CD302; CLEC13A; DCL-1; DCL1,REA,Miltenyi
human,CD302 (CLEC13A),REA509,130-132-367,PE,"CD302 (CLEC13A) Antibody, anti-human, REAfinity™",yes,no,no,,,,,BIMLEC; CD302; CLEC13A; DCL-1; DCL1,REA,Miltenyi
human,CD304 (BDCA-4),AD5-17F6,130-113-515,APC,"CD304 (BDCA-4) Antibody, anti-human",yes,no,no,,,,,BDCA4; CD304; NP1; NRP; NRP1; VEGF165R,Hybridoma,Miltenyi
human,CD304 (BDCA-4),AD5-17F6,130-113-517,PE,"CD304 (BDCA-4) Antibody, anti-human",yes,no,no,,,,,BDCA4; CD304; NP1; NRP; NRP1; VEGF165R,Hybridoma,Miltenyi
human,CD304 (BDCA-4),REA774,130-111-894,APC,"CD304 (BDCA-4) Antibody, anti-human, REAfinity™",yes,no,no,,,,,BDCA4; CD304; NP1; NRP; NRP1; VEGF165R,REA,Miltenyi
human,CD304 (BDCA-4),REA774,130-111-892,FITC,"CD304 (BDCA-4) Antibody, anti-human, REAfinity™",yes,no,no,,,,,BDCA4; CD304; NP1; NRP; NRP1; VEGF165R,REA,Miltenyi
human,CD304 (BDCA-4),REA774,130-111-893,PE,"CD304 (BDCA-4) Antibody, anti-human, REAfinity™",yes,no,no,,,,,BDCA4; CD304; NP1; NRP; NRP1; VEGF165R,REA,Miltenyi
human,CD304 (BDCA-4),REAL222,130-115-428,APC,"CD304 (BDCA-4) Antibody, anti-human, REAlease®",yes,,,,,,,BDCA4; CD304; NP1; NRP; NRP1; VEGF165R,REAL,Miltenyi
human,CD305 (LAIR-1),REA447,130-134-111,APC,"CD305 (LAIR-1) Antibody, anti-human, REAfinity™",yes,no,yes,,,,,CD305; LAIR-1; LAIR1,REA,Miltenyi
human,CD305 (LAIR-1),REA447,130-126-091,PE,"CD305 (LAIR-1) Antibody, anti-human, REAfinity™",yes,no,yes,,,,,CD305; LAIR-1; LAIR1,REA,Miltenyi
human,CD307a (FcRL1),REA440,130-106-449,APC,"CD307a (FcRL1) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD307A; FCRH1; FCRL1; IFGP1; IRTA5,REA,Miltenyi
human,CD307a (FcRL1),REA440,130-132-365,PE,"CD307a (FcRL1) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD307A; FCRH1; FCRL1; IFGP1; IRTA5,REA,Miltenyi
mouse,CD307a (FcRL1),REA566,130-108-684,APC,"CD307a (FcRL1) Antibody, anti-mouse, REAfinity™",,,,,yes,,,A230020G22RIK; BXMAS1; BXMH1; BXMH1B; FCRH1; FCRH1L; FCRH1S; FCRL1; IFGP1,REA,Miltenyi
mouse,CD307a (FcRL1),REA566,130-108-683,PE,"CD307a (FcRL1) Antibody, anti-mouse, REAfinity™",,,,,yes,,,A230020G22RIK; BXMAS1; BXMH1; BXMH1B; FCRH1; FCRH1L; FCRH1S; FCRL1; IFGP1,REA,Miltenyi
human,CD307b (FcRL2),REA474,130-132-199,APC,"CD307b (FcRL2) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD307B; FCRH2; FCRL2; IFGP4; IRTA4; SPAP1; SPAP1A; SPAP1B; SPAP1C,REA,Miltenyi
human,CD307b (FcRL2),REA474,130-123-295,PE,"CD307b (FcRL2) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD307B; FCRH2; FCRL2; IFGP4; IRTA4; SPAP1; SPAP1A; SPAP1B; SPAP1C,REA,Miltenyi
human,CD309 (VEGFR-2),ES8-20E6,130-120-478,APC,"CD309 (VEGFR-2) Antibody, anti-human",yes,no,no,,,,,CD309; FLK1; KDR; VEGFR; VEGFR2,Hybridoma,Miltenyi
human,CD309 (VEGFR-2),ES8-20E6,130-120-480,PE,"CD309 (VEGFR-2) Antibody, anti-human",yes,no,no,,,,,CD309; FLK1; KDR; VEGFR; VEGFR2,Hybridoma,Miltenyi
human,CD309 (VEGFR-2),REA1046,130-117-911,APC,"CD309 (VEGFR-2) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD309; FLK1; KDR; VEGFR; VEGFR2,REA,Miltenyi
human,CD309 (VEGFR-2),REA1046,130-117-910,PE,"CD309 (VEGFR-2) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD309; FLK1; KDR; VEGFR; VEGFR2,REA,Miltenyi
human,CD31,AC128,130-119-891,APC,"CD31 Antibody, anti-human",yes,yes,no,,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,Hybridoma,Miltenyi
human,CD31,AC128,130-117-390,FITC,"CD31 Antibody, anti-human",yes,yes,no,,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,Hybridoma,Miltenyi
human,CD31,AC128,130-118-965,PE,"CD31 Antibody, anti-human",yes,yes,no,,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,Hybridoma,Miltenyi
human,CD31,REA1028,130-117-226,APC,"CD31 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,REA,Miltenyi
human,CD31,REA1028,130-117-224,FITC,"CD31 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,REA,Miltenyi
human,CD31,REA1028,130-117-225,PE,"CD31 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,REA,Miltenyi
human,CD31,REAL829,130-126-435,PE,"CD31 Antibody, anti-human, REAdye_lease™",yes,yes,,,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,REAL,Miltenyi
human,CD31,REA1312,130-135-498,APC,"CD31 Antibody, anti-human, REAfinity™",,,yes,yes,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,REA,Miltenyi
human,CD31,REA1312,130-128-769,PE,"CD31 Antibody, anti-human, REAfinity™",,,yes,yes,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,REA,Miltenyi
human,CD31,REAL123,130-112-072,FITC,"CD31 Antibody, anti-human, REAlease®",yes,,,,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,REAL,Miltenyi
human,CD31,REAL123,130-118-059,PE,"CD31 Antibody, anti-human, REAlease®",yes,,,,,,,CD31; CD31/ENDOCAM; ENDOCAM; GPIIA'; PECA1; PECAM-1; PECAM1,REAL,Miltenyi
mouse,CD31,390,130-123-813,APC,"CD31 Antibody, anti-mouse",,,,,yes,no,,C85791; CD31; PECAM; PECAM-1; PECAM1,Hybridoma,Miltenyi
mouse,CD31,390,130-123-675,FITC,"CD31 Antibody, anti-mouse",,,,,yes,no,,C85791; CD31; PECAM; PECAM-1; PECAM1,Hybridoma,Miltenyi
mouse,CD31,390,130-119-653,PE,"CD31 Antibody, anti-mouse",,,,,yes,no,,C85791; CD31; PECAM; PECAM-1; PECAM1,Hybridoma,Miltenyi
mouse,CD31,REA784,130-111-541,APC,"CD31 Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,C85791; CD31; PECAM; PECAM-1; PECAM1,REA,Miltenyi
mouse,CD31,REA784,130-111-540,PE,"CD31 Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,C85791; CD31; PECAM; PECAM-1; PECAM1,REA,Miltenyi
mouse,CD31,REAL260,130-115-988,APC,"CD31 Antibody, anti-mouse, REAlease®",,,,,yes,,,C85791; CD31; PECAM; PECAM-1; PECAM1,REAL,Miltenyi
mouse,CD31,REAL260,130-118-936,PE,"CD31 Antibody, anti-mouse, REAlease®",,,,,yes,,,C85791; CD31; PECAM; PECAM-1; PECAM1,REAL,Miltenyi
human,CD312 (EMR2),REA302,130-124-443,APC,"CD312 (EMR2) Antibody, anti-human, REAfinity™",yes,no,no,,,,,ADGRE2; CD312; EMR2; VBU,REA,Miltenyi
human,CD312 (EMR2),REA302,130-127-903,FITC,"CD312 (EMR2) Antibody, anti-human, REAfinity™",yes,no,no,,,,,ADGRE2; CD312; EMR2; VBU,REA,Miltenyi
human,CD312 (EMR2),REA302,130-119-770,PE,"CD312 (EMR2) Antibody, anti-human, REAfinity™",yes,no,no,,,,,ADGRE2; CD312; EMR2; VBU,REA,Miltenyi
mouse,CD314 (NKG2D),CX5,130-102-729,APC,"CD314 (NKG2D) Antibody, anti-mouse",,,,,no,yes,,D6H12S2489E; KLRK1; NKG2-D; NKG2D,Hybridoma,Miltenyi
mouse,CD314 (NKG2D),CX5,130-102-728,PE,"CD314 (NKG2D) Antibody, anti-mouse",,,,,no,yes,,D6H12S2489E; KLRK1; NKG2-D; NKG2D,Hybridoma,Miltenyi
mouse,CD314 (NKG2D),REA1175,130-121-100,APC,"CD314 (NKG2D) Antibody, anti-mouse, REAfinity™",,,,,no,yes,,D6H12S2489E; KLRK1; NKG2-D; NKG2D,REA,Miltenyi
mouse,CD314 (NKG2D),REA1175,130-121-099,PE,"CD314 (NKG2D) Antibody, anti-mouse, REAfinity™",,,,,no,yes,,D6H12S2489E; KLRK1; NKG2-D; NKG2D,REA,Miltenyi
human,CD317 (BST2),REA202,130-101-714,APC,"CD317 (BST2) Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,BST2; CD317; TETHERIN,REA,Miltenyi
human,CD317 (BST2),REA202,130-126-375,FITC,"CD317 (BST2) Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,BST2; CD317; TETHERIN,REA,Miltenyi
human,CD317 (BST2),REA202,130-101-707,PE,"CD317 (BST2) Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,BST2; CD317; TETHERIN,REA,Miltenyi
human,CD318 (CDCP1),REA194,130-101-249,APC,"CD318 (CDCP1) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD318; CDCP1; SIMA135; TRASK,REA,Miltenyi
human,CD318 (CDCP1),REA194,130-132-446,FITC,"CD318 (CDCP1) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD318; CDCP1; SIMA135; TRASK,REA,Miltenyi
human,CD318 (CDCP1),REA194,130-101-215,PE,"CD318 (CDCP1) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD318; CDCP1; SIMA135; TRASK,REA,Miltenyi
human,CD319 (CRACC),REA150,130-126-031,APC,"CD319 (CRACC) Antibody, anti-human, REAfinity™",yes,,no,,,,,19A; CD319; CRACC; CS1; SLAMF7,REA,Miltenyi
human,CD319 (CRACC),REA150,130-119-779,PE,"CD319 (CRACC) Antibody, anti-human, REAfinity™",yes,,no,,,,,19A; CD319; CRACC; CS1; SLAMF7,REA,Miltenyi
human,CD32,2E1,130-126-936,APC,"CD32 Antibody, anti-human",yes,no,no,,,,,CD32; CD32A; CD32B; CD32C; CDW32; FCG2; FCGR; FCGR2; FCGR21; FCGR2A; FCGR2B; FCGR2C; FCRIIC; IGFR2,Hybridoma,Miltenyi
human,CD32,2E1,130-097-518,FITC,"CD32 Antibody, anti-human",yes,no,no,,,,,CD32; CD32A; CD32B; CD32C; CDW32; FCG2; FCGR; FCGR2; FCGR21; FCGR2A; FCGR2B; FCGR2C; FCRIIC; IGFR2,Hybridoma,Miltenyi
human,CD32,2E1,130-097-521,PE,"CD32 Antibody, anti-human",yes,no,no,,,,,CD32; CD32A; CD32B; CD32C; CDW32; FCG2; FCGR; FCGR2; FCGR21; FCGR2A; FCGR2B; FCGR2C; FCRIIC; IGFR2,Hybridoma,Miltenyi
human,CD32,REA997,130-116-599,PE,"CD32 Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD32; CD32A; CD32B; CD32C; CDW32; FCG2; FCGR; FCGR2; FCGR21; FCGR2A; FCGR2B; FCGR2C; FCRIIC; IGFR2,REA,Miltenyi
human,CD321 (JAM1),REA605,130-109-404,APC,"CD321 (JAM1) Antibody, anti-human, REAfinity™",,yes,no,,,,,CD321; F11R; JAM; JAM1; JAMA; JCAM; KAT; PAM-1,REA,Miltenyi
human,CD321 (JAM1),REA605,130-126-531,FITC,"CD321 (JAM1) Antibody, anti-human, REAfinity™",,yes,no,,,,,CD321; F11R; JAM; JAM1; JAMA; JCAM; KAT; PAM-1,REA,Miltenyi
human,CD321 (JAM1),REA605,130-135-509,PE,"CD321 (JAM1) Antibody, anti-human, REAfinity™",,yes,no,,,,,CD321; F11R; JAM; JAM1; JAMA; JCAM; KAT; PAM-1,REA,Miltenyi
human,CD324 (E-Cadherin),REA1319,130-135-494,APC,"CD324 (E-Cadherin) Antibody, anti-human, REAfinity™",,yes,yes,yes,,,,ARC-1; BCDS1; CD324; CDH1; CDHE; ECAD; LCAM; UVO,REA,Miltenyi
human,CD324 (E-Cadherin),REA1319,130-127-980,PE,"CD324 (E-Cadherin) Antibody, anti-human, REAfinity™",yes,yes,yes,yes,,,,ARC-1; BCDS1; CD324; CDH1; CDHE; ECAD; LCAM; UVO,REA,Miltenyi
human,CD325 (N-Cadherin),REAL849,130-136-399,PE,"CD325 (N-Cadherin) Antibody, anti-human, REAdye_lease™",,,yes,,,,,CDH2; CDHN; NCAD; ACOGS; ADHD8; CD325; ARVD14; CDw325,REAL,Miltenyi
human,CD325 (N-Cadherin),REAL849,130-136-400,Vio B515,"CD325 (N-Cadherin) Antibody, anti-human, REAdye_lease™",,,yes,,,,,CDH2; CDHN; NCAD; ACOGS; ADHD8; CD325; ARVD14; CDw325,REAL,Miltenyi
human,CD326 (EpCAM),HEA-125,130-113-260,APC,"CD326 (EpCAM) Antibody, anti-human",yes,yes,no,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,Hybridoma,Miltenyi
human,CD326 (EpCAM),HEA-125,130-113-263,FITC,"CD326 (EpCAM) Antibody, anti-human",yes,yes,no,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,Hybridoma,Miltenyi
human,CD326 (EpCAM),HEA-125,130-113-264,PE,"CD326 (EpCAM) Antibody, anti-human",yes,yes,no,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,Hybridoma,Miltenyi
human,CD326 (EpCAM),REA764,130-111-000,APC,"CD326 (EpCAM) Antibody, anti-human, REAfinity™",yes,yes,no,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,REA,Miltenyi
human,CD326 (EpCAM),REA764,130-110-998,FITC,"CD326 (EpCAM) Antibody, anti-human, REAfinity™",yes,yes,no,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,REA,Miltenyi
human,CD326 (EpCAM),REA764,130-110-999,PE,"CD326 (EpCAM) Antibody, anti-human, REAfinity™",yes,yes,no,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,REA,Miltenyi
human,CD326 (EpCAM),REAL539,130-122-276,APC,"CD326 (EpCAM) Antibody, anti-human, REAdye_lease™",yes,yes,no,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,REAL,Miltenyi
human,CD326 (EpCAM),REAL539,130-122-268,PE,"CD326 (EpCAM) Antibody, anti-human, REAdye_lease™",yes,yes,no,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,REAL,Miltenyi
human,CD326 (EpCAM),REAL1555,130-133-242,PE,"CD326 (EpCAM) Antibody, anti-human, REAdye_lease™",,,yes,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,REAL,Miltenyi
human,CD326 (EpCAM),REAL1555,130-133-243,Vio B515,"CD326 (EpCAM) Antibody, anti-human, REAdye_lease™",,,yes,,,,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1,REAL,Miltenyi
"human, mouse",CD326 (EpCAM),REA1311,130-135-492,APC,"CD326 (EpCAM) Antibody, anti-human, REAfinity™",,yes,yes,yes,,yes,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1; EGP; Ly74; gp40; CD326; EGP-2; Ep-CAM; EpCAM1; Tacsd1; GA733-2,REA,Miltenyi
"human, mouse",CD326 (EpCAM),REA1311,130-127-909,PE,"CD326 (EpCAM) Antibody, anti-human, REAfinity™",,yes,yes,yes,,yes,,DIAR5; EGP-2; EGP314; EGP40; EPCAM; ESA; HNPCC8; KS1/4; KSA; M4S1; MIC18; MK-1; TACSTD1; TROP1; EGP; Ly74; gp40; CD326; EGP-2; Ep-CAM; EpCAM1; Tacsd1; GA733-2,REA,Miltenyi
mouse,CD326 (EpCAM),caa7-9G8,130-123-810,APC,"CD326 (EpCAM) Antibody, anti-mouse",,,,,yes,no,,CD326; EGP; EGP-2; EGP314; EP-CAM; EPCAM; EPCAM1; GA733-2; GP40; LY74; TACSD1; TACSTD1; TROP1,Hybridoma,Miltenyi
mouse,CD326 (EpCAM),caa7-9G8,130-123-674,FITC,"CD326 (EpCAM) Antibody, anti-mouse",,,,,yes,no,,CD326; EGP; EGP-2; EGP314; EP-CAM; EPCAM; EPCAM1; GA733-2; GP40; LY74; TACSD1; TACSTD1; TROP1,Hybridoma,Miltenyi
mouse,CD326 (EpCAM),caa7-9G8,130-117-779,PE,"CD326 (EpCAM) Antibody, anti-mouse",,,,,yes,no,,CD326; EGP; EGP-2; EGP314; EP-CAM; EPCAM; EPCAM1; GA733-2; GP40; LY74; TACSD1; TACSTD1; TROP1,Hybridoma,Miltenyi
mouse,CD326 (EpCAM),REA977,130-117-865,APC,"CD326 (EpCAM) Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,CD326; EGP; EGP-2; EGP314; EP-CAM; EPCAM; EPCAM1; GA733-2; GP40; LY74; TACSD1; TACSTD1; TROP1,REA,Miltenyi
mouse,CD326 (EpCAM),REA977,130-117-863,FITC,"CD326 (EpCAM) Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,CD326; EGP; EGP-2; EGP314; EP-CAM; EPCAM; EPCAM1; GA733-2; GP40; LY74; TACSD1; TACSTD1; TROP1,REA,Miltenyi
mouse,CD326 (EpCAM),REA977,130-117-864,PE,"CD326 (EpCAM) Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,CD326; EGP; EGP-2; EGP314; EP-CAM; EPCAM; EPCAM1; GA733-2; GP40; LY74; TACSD1; TACSTD1; TROP1,REA,Miltenyi
human,CD328 (Siglec-7),REA214,130-101-016,APC,"CD328 (Siglec-7) Antibody, anti-human, REAfinity™",yes,no,no,,,,,AIRM1; CD328; CDW328; D-SIGLEC; P75; P75/AIRM1; QA79; SIGLEC-7; SIGLEC19P; SIGLEC7; SIGLECP2,REA,Miltenyi
human,CD328 (Siglec-7),REA214,130-132-447,FITC,"CD328 (Siglec-7) Antibody, anti-human, REAfinity™",yes,no,no,,,,,AIRM1; CD328; CDW328; D-SIGLEC; P75; P75/AIRM1; QA79; SIGLEC-7; SIGLEC19P; SIGLEC7; SIGLECP2,REA,Miltenyi
human,CD328 (Siglec-7),REA214,130-100-983,PE,"CD328 (Siglec-7) Antibody, anti-human, REAfinity™",yes,no,no,,,,,AIRM1; CD328; CDW328; D-SIGLEC; P75; P75/AIRM1; QA79; SIGLEC-7; SIGLEC19P; SIGLEC7; SIGLECP2,REA,Miltenyi
human,CD329 (Siglec-9),REA492,130-126-302,PE,"CD329 (Siglec-9) Antibody, anti-human, REAfinity™",yes,no,no,,,,,CD329; CDW329; FOAP-9; OBBP-LIKE; SIGLEC-9; SIGLEC9,REA,Miltenyi
human,CD334 (FGFR4),4FR6D3,130-110-037,APC,"CD334 (FGFR4) Antibody, anti-human",no,no,yes,,,,,CD334; FGFR4; JTK2; TKF,Hybridoma,Miltenyi
human,CD334 (FGFR4),4FR6D3,130-126-533,FITC,"CD334 (FGFR4) Antibody, anti-human",no,no,yes,,,,,CD334; FGFR4; JTK2; TKF,Hybridoma,Miltenyi
human,CD334 (FGFR4),4FR6D3,130-134-129,PE,"CD334 (FGFR4) Antibody, anti-human",no,no,yes,,,,,CD334; FGFR4; JTK2; TKF,Hybridoma,Miltenyi
human,CD335 (NKp46),REA808,130-112-122,APC,"CD335 (NKp46) Antibody, anti-human, REAfinity™",no,yes,no,,,,,CD335; LY94; NCR1; NK-P46; NKP46,REA,Miltenyi
human,CD335 (NKp46),REA808,130-112-121,PE,"CD335 (NKp46) Antibody, anti-human, REAfinity™",no,yes,no,,,,,CD335; LY94; NCR1; NK-P46; NKP46,REA,Miltenyi
mouse,CD335 (NKp46),29A1.4.9,130-117-514,APC,"CD335 (NKp46) Antibody, anti-mouse",,,,,yes,no,,LY94; NCR1; NKP46,Hybridoma,Miltenyi
mouse,CD335 (NKp46),29A1.4.9,130-117-778,FITC,"CD335 (NKp46) Antibody, anti-mouse",,,,,yes,no,,LY94; NCR1; NKP46,Hybridoma,Miltenyi
mouse,CD335 (NKp46),29A1.4.9,130-117-536,PE,"CD335 (NKp46) Antibody, anti-mouse",,,,,yes,no,,LY94; NCR1; NKP46,Hybridoma,Miltenyi
mouse,CD335 (NKp46),REA815,130-112-359,APC,"CD335 (NKp46) Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,LY94; NCR1; NKP46,REA,Miltenyi
mouse,CD335 (NKp46),REA815,130-112-357,FITC,"CD335 (NKp46) Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,LY94; NCR1; NKP46,REA,Miltenyi
mouse,CD335 (NKp46),REA815,130-112-358,PE,"CD335 (NKp46) Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,LY94; NCR1; NKP46,REA,Miltenyi
human,CD34,AC136,130-113-176,APC,"CD34 Antibody, anti-human",yes,yes,no,,,,,CD34,Hybridoma,Miltenyi
human,CD34,AC136,130-113-178,FITC,"CD34 Antibody, anti-human",yes,yes,no,,,,,CD34,Hybridoma,Miltenyi
human,CD34,AC136,130-113-179,PE,"CD34 Antibody, anti-human",yes,yes,no,,,,,CD34,Hybridoma,Miltenyi
human,CD34,REA1164,130-120-514,APC,"CD34 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CD34,REA,Miltenyi
human,CD34,REA1164,130-120-515,PE,"CD34 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CD34,REA,Miltenyi
human,CD34,REAL487,130-122-172,FITC,"CD34 Antibody, anti-human, REAdye_lease™",yes,yes,,,,,,CD34,REAL,Miltenyi
human,CD34,REAL487,130-122-177,PE,"CD34 Antibody, anti-human, REAdye_lease™",yes,yes,,,,,,CD34,REAL,Miltenyi
human,CD34,REAL1217,130-132-028,PE,"CD34 Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,CD34,REAL,Miltenyi
human,CD34,REAL1217,130-135-635,Vio B515,"CD34 Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,CD34,REAL,Miltenyi
human,CD35,REAL918,130-127-121,PE,"CD35 Antibody, anti-human, REAdye_lease™",yes,yes,,,,,,CR1; KN; C3BR; C4BR; CD35,REAL,Miltenyi
human,CD35,E11,130-124-245,APC,"CD35 Antibody, anti-human",yes,yes,no,,,,,C3BR; C4BR; CD35; CR1; KN,Hybridoma,Miltenyi
human,CD35,E11,130-124-236,PE,"CD35 Antibody, anti-human",yes,yes,no,,,,,C3BR; C4BR; CD35; CR1; KN,Hybridoma,Miltenyi
human,CD35,REA1133,130-119-511,APC,"CD35 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,C3BR; C4BR; CD35; CR1; KN,REA,Miltenyi
human,CD35,REA1133,130-119-510,PE,"CD35 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,C3BR; C4BR; CD35; CR1; KN,REA,Miltenyi
human,CD352 (NTB-A),REA339,130-120-707,APC,"CD352 (NTB-A) Antibody, anti-human, REAfinity™",yes,,no,,,,,CD352; KALI; KALIB; LY108; NTB-A; NTBA; SF2000; SLAMF6,REA,Miltenyi
human,CD352 (NTB-A),REA339,130-125-981,FITC,"CD352 (NTB-A) Antibody, anti-human, REAfinity™",yes,,no,,,,,CD352; KALI; KALIB; LY108; NTB-A; NTBA; SF2000; SLAMF6,REA,Miltenyi
human,CD352 (NTB-A),REA339,130-121-051,PE,"CD352 (NTB-A) Antibody, anti-human, REAfinity™",yes,,no,,,,,CD352; KALI; KALIB; LY108; NTB-A; NTBA; SF2000; SLAMF6,REA,Miltenyi
mouse,CD352 (NTB-A),13G3,130-109-861,APC,"CD352 (NTB-A) Antibody, anti-mouse",,,,,yes,no,,KAL1; KAL1B; LY108; NTB-A; NTBA; SF2000; SLAMF6,Hybridoma,Miltenyi
mouse,CD352 (NTB-A),13G3,130-126-627,FITC,"CD352 (NTB-A) Antibody, anti-mouse",,,,,yes,no,,KAL1; KAL1B; LY108; NTB-A; NTBA; SF2000; SLAMF6,Hybridoma,Miltenyi
mouse,CD352 (NTB-A),13G3,130-126-946,PE,"CD352 (NTB-A) Antibody, anti-mouse",,,,,yes,no,,KAL1; KAL1B; LY108; NTB-A; NTBA; SF2000; SLAMF6,Hybridoma,Miltenyi
mouse,CD352 (NTB-A),REA1097,130-118-727,APC,"CD352 (NTB-A) Antibody, anti-mouse, REAfinity™",,,,,yes,no,,KAL1; KAL1B; LY108; NTB-A; NTBA; SF2000; SLAMF6,REA,Miltenyi
mouse,CD352 (NTB-A),REA1097,130-118-725,FITC,"CD352 (NTB-A) Antibody, anti-mouse, REAfinity™",,,,,yes,no,,KAL1; KAL1B; LY108; NTB-A; NTBA; SF2000; SLAMF6,REA,Miltenyi
mouse,CD352 (NTB-A),REA1097,130-118-726,PE,"CD352 (NTB-A) Antibody, anti-mouse, REAfinity™",,,,,yes,no,,KAL1; KAL1B; LY108; NTB-A; NTBA; SF2000; SLAMF6,REA,Miltenyi
human,CD353 (SLAMF8),REA394,130-132-432,APC,"CD353 (SLAMF8) Antibody, anti-human, REAfinity™",yes,no,no,,,,,BLAME; CD353; SBBI42; SLAMF8,REA,Miltenyi
human,CD353 (SLAMF8),REA394,130-130-061,PE,"CD353 (SLAMF8) Antibody, anti-human, REAfinity™",yes,no,no,,,,,BLAME; CD353; SBBI42; SLAMF8,REA,Miltenyi
human,CD357 (GITR),DT5D3,130-118-977,APC,"CD357 (GITR) Antibody, anti-human",yes,no,no,,,,,AITR; CD357; GITR; GITR-D; TNFRSF18,Hybridoma,Miltenyi
human,CD357 (GITR),DT5D3,130-121-331,PE,"CD357 (GITR) Antibody, anti-human",yes,no,no,,,,,AITR; CD357; GITR; GITR-D; TNFRSF18,Hybridoma,Miltenyi
